28,108509	-18,024128	-0,000069	27,562762	-31,831141	-0,000074	33,390979	42,106144
28,752905	-16,938969	-0,000066	28,31814	-31,139645	-0,000072	33,371518	42,090314
29,333325	-15,871166	-0,000064	29,015688	-30,468671	-0,00007	33,351729	42,07434
29,86059	-14,81003	-0,000061	29,667719	-29,811333	-0,000067	33,331544	42,058164
30,335062	-13,762522	-0,000059	30,2741	-29,171797	-0,000065	33,311004	42,041823
30,759961	-12,730163	-0,000057	30,838059	-28,550694	-0,000063	33,290122	42,025326
31,139277	-11,711726	-0,000055	31,363929	-27,946952	-0,000061	33,268891	42,008668
31,475631	-10,708355	-0,000053	31,854316	-27,360894	-0,000059	33,247319	41,991856
31,771774	-9,720203	-0,000051	32,312052	-26,79222	-0,000057	33,225411	41,974895
32,03022	-8,747317	-0,000049	32,739723	-26,240549	-0,000056	33,203171	41,957787
32,252044	-7,794952	-0,000047	33,137445	-25,708386	-0,000054	33,180652	41,94057
32,441983	-6,852338	-0,000045	33,511989	-25,189268	-0,000052	33,157756	41,923176
32,600541	-5,924705	-0,000043	33,862928	-24,685722	-0,000051	33,134535	41,905641
32,729482	-5,011868	-0,000042	34,192051	-24,197221	-0,000049	33,110992	41,887967
32,830415	-4,113621	-0,00004	34,500991	-23,723231	-0,000047	33,087128	41,870157
32,904397	-3,234625	-0,000038	34,789584	-23,265761	-0,000046	33,063002	41,85225
32,953761	-2,364801	-0,000037	35,062591	-22,819126	-0,000045	33,038502	41,83417
32,979187	-1,508876	-0,000035	35,319501	-22,38542	-0,000043	33,013686	41,815956
32,981819	-0,666615	-0,000034	35,561452	-21,964137	-0,000042	32,988555	41,79761
32,962794	0,157631	-0,000033	35,788164	-21,557052	-0,000041	32,963171	41,779171
32,923028	0,973325	-0,000031	36,0033	-21,159085	-0,000039	32,937412	41,760562
32,863385	1,776029	-0,00003	36,206341	-20,772109	-0,000038	32,911341	41,741821
32,785103	2,561585	-0,000029	36,396961	-20,397774	-0,000037	32,885023	41,722991
32,688237	3,338994	-0,000028	36,578208	-20,031411	-0,000036	32,858328	41,703989
32,574408	4,099777	-0,000026	36,748554	-19,676752	-0,000035	32,831391	41,684899
32,443169	4,852638	-0,000025	36,910708	-19,32938	-0,000033	32,804075	41,665637
32,29643	5,589349	-0,000024	37,063253	-18,992852	-0,000032	32,776519	41,646286
32,133293	6,31832	-0,000023	37,208607	-18,662985	-0,000031	32,748583	41,626763
31,955942	7,031568	-0,000022	37,345452	-18,34318	-0,00003	32,720409	41,607152
31,764098	7,733318	-0,000021	37,475158	-18,031228	-0,000029	32,691928	41,58741
31,55713	8,427529	-0,00002	37,598899	-17,725106	-0,000028	32,663063	41,567494
31,337613	9,106571	-0,000019	37,715495	-17,428004	-0,000027	32,633964	41,547489
31,104942	9,774444	-0,000018	37,8261	-17,137889	-0,000026	32,604557	41,527353
30,859513	10,431241	-0,000017	37,931042	-16,854499	-0,000026	32,574842	41,507084
30,601705	11,077043	-0,000016	38,030626	-16,577585	-0,000025	32,544818	41,486683
30,331876	11,711923	-0,000016	38,125136	-16,306912	-0,000024	32,514486	41,466147
30,050368	12,335947	-0,000015	38,214836	-16,042255	-0,000023	32,483845	41,445477
29,757509	12,949174	-0,000014	38,299971	-15,783401	-0,000022	32,452895	41,424673
29,453611	13,551653	-0,000013	38,380771	-15,530146	-0,000021	32,421636	41,403732
29,138975	14,14343	-0,000013	38,45745	-15,282297	-0,00002	32,390067	41,382654
28,81389	14,724542	-0,000012	38,530208	-15,039671	-0,00002	32,358189	41,361439
28,480438	15,291845	-0,000011	38,598754	-14,803467	-0,000019	32,326086	41,340131
28,135334	15,851776	-0,00001	38,664236	-14,570746	-0,000018	32,293588	41,318638
27,780587	16,401122	-0,00001	38,726322	-14,342751	-0,000017	32,260778	41,297004
27,418409	16,936898	-0,000009	38,784741	-14,12063	-0,000017	32,227747	41,275275
27,047183	17,462234	-0,000009	38,840092	-13,902897	-0,000016	32,194405	41,253403
26,66509	17,980021	-0,000008	38,892901	-13,688161	-0,000015	32,160661	41,231341
26,276422	18,484435	-0,000007	38,942494	-13,478828	-0,000014	32,126697	41,209181
25,879394	18,978421	-0,000007	38,989395	-13,273499	-0,000014	32,092421	41,186875
25,474226	19,461975	-0,000006	39,033715	-13,07206	-0,000013	32,057833	41,164422
25,058899	19,937744	-0,000006	39,075894	-12,873223	-0,000012	32,022836	41,141771
24,638047	20,400355	-0,000005	39,115344	-12,679257	-0,000012	31,987621	41,119019
24,212001	20,849971	-0,000005	39,152195	-12,490009	-0,000011	31,952188	41,096164
23,776375	21,291711	-0,000005	39,187169	-12,303083	-0,00001	31,916343	41,073107
23,333642	21,722965	-0,000004	39,220026	-12,11955	-0,00001	31,880183	41,049895
22,884001	22,143714	-0,000004	39,250841	-11,939323	-0,000009	31,843705	41,026527
22,430107	22,551635	-0,000003	39,279417	-11,7634	-0,000008	31,807011	41,003051
21,967266	22,951375	-0,000003	39,306375	-11,589534	-0,000008	31,769898	40,979366
21,500622	23,338361	-0,000003	39,331248	-11,419791	-0,000007	31,732568	40,955569
21,025339	23,717007	-0,000002	39,354609	-11,251993	-0,000006	31,694815	40,93156
20,546691	24,082966	-0,000002	39,376021	-11,088157	-0,000006	31,656844	40,907436
